after_follower,birth_date,collaboration,death_date,display_name,first,fullname,irn,last,middle,nationality,organization,party_type,role,ulan:id,ulan:name
,1925,,,"Pozzatti, Rudy O.",,"Pozzatti, Rudy O.",1963,"Pozzatti, Rudy O.",,,,ULAN,Artist,,"Pozzatti, Rudy O."
,1942,,,"Cortright, Steven M.",,"Cortright, Steven M.",1965,"Cortright, Steven M.",,,,ULAN,Artist,,"Cortright, Steven M."
,1949,,,"High, Timothy Griffin",,"High, Timothy Griffin",1966,"High, Timothy Griffin",,,,ULAN,Artist,,"High, Timothy Griffin"
Follower of,1483,,1520,Raphael,,Raphael,1967,Raphael,,,,ULAN,Artist,,Raphael
,,,,"Avati, Mario",,"Avati, Mario",197,"Avati, Mario",,,,ULAN,Artist,,"Avati, Mario"
,1906,,,"Powell, Leslie",,"Powell, Leslie",1971,"Powell, Leslie",,,,ULAN,Artist,,"Powell, Leslie"
,1902,,,"Kelpe, Paul",,"Kelpe, Paul",1972,"Kelpe, Paul",,,,ULAN,Artist,,"Kelpe, Paul"
,,,about 1958,"Lorenze, Howard Taft",,"Lorenze, Howard Taft",1973,"Lorenze, Howard Taft",,,,ULAN,Artist,,"Lorenze, Howard Taft"
,1868,,1949,"Sawyer, Philip Ayer",,"Sawyer, Philip Ayer",1974,"Sawyer, Philip Ayer",,,,ULAN,Artist,,"Sawyer, Philip Ayer"
,1880,,1965,"Walkowitz, Abraham",,"Walkowitz, Abraham",198,"Walkowitz, Abraham",,,,ULAN,Artist,,"Walkowitz, Abraham"
,1912,,,"Cage, John",,"Cage, John",1981,"Cage, John",,,,ULAN,Artist,,"Cage, John"
,1927,,,"Hollander, Irwin",,"Hollander, Irwin",1982,"Hollander, Irwin",,,,ULAN,Artist,,"Hollander, Irwin"
,1861,,1935,"Edwards, Samuel Arlent",,"Edwards, Samuel Arlent",1983,"Edwards, Samuel Arlent",,,,Registration-Verified,Artist,,
,1697,,1751,"Pelham, Peter",,"Pelham, Peter",1984,"Pelham, Peter",,,,ULAN,Artist,,"Pelham, Peter"
,1857,,1938,"Corwin, Charles Abel",,"Corwin, Charles Abel",1985,"Corwin, Charles Abel",,,,ULAN,Artist,,"Corwin, Charles Abel"
,1842,,1924,"Church, Frederick Stuart",,"Church, Frederick Stuart",1986,"Church, Frederick Stuart",,,,ULAN,Artist,,"Church, Frederick Stuart"
,1761,,1839,"Laporte, John",,"Laporte, John",1987,"Laporte, John",,,,ULAN,Artist,,"Laporte, John"
,1820,,1903,"Falconer, John Mackie",,"Falconer, John Mackie",1988,"Falconer, John Mackie",,,,ULAN,Artist,,"Falconer, John Mackie"
,,,,"Herz, Johann",,"Herz, Johann",199,"Herz, Johann",,,,ULAN,Artist,,"Herz, Johann"
,1863,,1943,"Hunter, Frederick Leo",,"Hunter, Frederick Leo",1991,"Hunter, Frederick Leo",,,,ULAN,Artist,,"Hunter, Frederick Leo"
,1839,,1922,"Hill, John Henry",,"Hill, John Henry",1992,"Hill, John Henry",,,,Ulan,Artist,,"Hill, John Henry"
,1812,,1897,"Linton, William James",,"Linton, William James",1993,"Linton, William James",,,,Ulan,Artist,,"Linton, William James"
,1846,,1889,"Juengling, Frederick",,"Juengling, Frederick",1996,"Juengling, Frederick",,,,ULAN,Artist,,"Juengling, Frederick"
,1807,,1885,"Smillie, James",,"Smillie, James",1997,"Smillie, James",,,,ULAN,Artist,,"Smillie, James"
,1841,,1914,"Moran, Peter",,"Moran, Peter",1998,"Moran, Peter",,,,ULAN,Artist,,"Moran, Peter"
,1861,,1933,"Platt, Charles Adams",,"Platt, Charles Adams",1999,"Platt, Charles Adams",,,,ULAN,Artist,,"Platt, Charles Adams"
,1911,,,Chen Zongcai,,Chen Zongcai,2,Chen Zongcai,,,,Registration-Verified,Artist,,
,1904,,1993,"Acuña, Luis Alberto",,"Acuña, Luis Alberto",200,"Acuña, Luis Alberto",,,,Registration-Verified,Artist,,
,1846,,1938,"Parrish, Stephen",,"Parrish, Stephen",2000,"Parrish, Stephen",,,,ULAN,Artist,,"Parrish, Stephen"
,1823,,1892,"Burt, Charles Kennedy",,"Burt, Charles Kennedy",2001,"Burt, Charles Kennedy",,,,ULAN,Artist,,"Burt, Charles Kennedy"
,1859,,1932,"Wendel, Theodore M.",,"Wendel, Theodore M.",2004,"Wendel, Theodore M.",,,,ULAN,Artist,,"Wendel, Theodore M."
,1833,,1909,"Smillie, James David",,"Smillie, James David",2005,"Smillie, James David",,,,ULAN,Artist,,"Smillie, James David"
,1872,,1938,"Aid, George Charles",,"Aid, George Charles",2006,"Aid, George Charles",,,,ULAN,Artist,,"Aid, George Charles"
,1890,,1985,"Albee, Grace Thurston Arnold",,"Albee, Grace Thurston Arnold",2007,"Albee, Grace Thurston Arnold",,,,ULAN,Artist,,"Albee, Grace Thurston Arnold"
,1924,,"July 28, 2003","Altman, Harold",,"Altman, Harold",2008,"Altman, Harold",,,,ULAN,Artist,,"Altman, Harold"
,1898,,,"Bry, Edith",,"Bry, Edith",2010,"Bry, Edith",,,,ULAN,Artist,,"Bry, Edith"
,1895,,1975,"Boyd, Fiske",,"Boyd, Fiske",2011,"Boyd, Fiske",,,,ULAN,Artist,,"Boyd, Fiske"
,1859,,1939,"Burr, George Elbert",,"Burr, George Elbert",2012,"Burr, George Elbert",,,,ULAN,Artist,,"Burr, George Elbert"
,1904,,,"Cadmus, Paul",,"Cadmus, Paul",2016,"Cadmus, Paul",,,,ULAN,Artist,,"Cadmus, Paul"
,1896,,,"Gruppe, Emile Albert",,"Gruppe, Emile Albert",2018,"Gruppe, Emile Albert",,,,ULAN,Artist,,"Gruppe, Emile Albert"
,1900,,1971,"Huntley, Victoria Ebbels",,"Huntley, Victoria Ebbels",2019,"Huntley, Victoria Ebbels",,,,ULAN,Artist,,"Huntley, Victoria Ebbels"
,1898-1989,,1989,"Leighton, Clare",,"Leighton, Clare",2021,"Leighton, Clare",,,,ULAN,Artist,,"Leighton, Clare"
,1876,,1938,"MacLaughlan, Donald Shaw",,"MacLaughlan, Donald Shaw",2022,"MacLaughlan, Donald Shaw",,,,ULAN,Artist,,"MacLaughlan, Donald Shaw"
,1922,,,"Fried, Otto",,"Fried, Otto",2023,"Fried, Otto",,,,ULAN,Artist,,"Fried, Otto"
,1884,,1963,"Phillips, Walter Joseph",,"Phillips, Walter Joseph",2024,"Phillips, Walter Joseph",,,,ULAN,Artist,,"Phillips, Walter Joseph"
,1876,,1952,"Robinson, Boardman",,"Robinson, Boardman",2025,"Robinson, Boardman",,,,ULAN,Artist,,"Robinson, Boardman"
,1915,,1985,"Weidenaar, Reynold Henry",,"Weidenaar, Reynold Henry",2026,"Weidenaar, Reynold Henry",,,,ULAN,Artist,,"Weidenaar, Reynold Henry"
,about 1510,,1570,"Cock, Hieronymous",,"Cock, Hieronymous",2029,"Cock, Hieronymous",,,,ULAN,Artist,,"Cock, Hieronymous"
,1498?,,1561,"Franco, Battista",,"Franco, Battista",203,"Franco, Battista",,,,ULAN,Artist,,"Franco, Battista"
,1625,,1654,"Potter, Paulus",,"Potter, Paulus",2039,"Potter, Paulus",,,,ULAN,Artist,,"Potter, Paulus"
,1763,,1840,"Lory, Gabriel Ludwig (Lory père)",,"Lory, Gabriel Ludwig (Lory père)",2042,"Lory, Gabriel Ludwig (Lory père)",,,,ULAN,Artist,,"Lory, Gabriel Ludwig (Lory père)"
,1821,,1895,"Maguire, Thomas Herbert",,"Maguire, Thomas Herbert",2043,"Maguire, Thomas Herbert",,,,ULAN,Artist,,"Maguire, Thomas Herbert"
,1822,,1899,"Toudouze, Anais",,"Toudouze, Anais",2044,"Toudouze, Anais",,,,ULAN,Artist,,"Toudouze, Anais"
,,,,"Heer, Gerrit Adriaensz. de",,"Heer, Gerrit Adriaensz. de",205,"Heer, Gerrit Adriaensz. de",,,,ULAN,Artist,,"Heer, Gerrit Adriaensz. de"
,1583,,ca 1621,"Sadeler, Justus",,"Sadeler, Justus",2053,"Sadeler, Justus",,,,ULAN,Artist,,"Sadeler, Justus"
,1595,,1675,"Vorsterman, Lucas Emil",,"Vorsterman, Lucas Emil",2055,"Vorsterman, Lucas Emil",,,,ULAN,Artist,,"Vorsterman, Lucas Emil"
,1599,,1641,"Dyck, Anthony van",,"Dyck, Anthony van",2056,"Dyck, Anthony van",,,,ULAN,Artist,,"Dyck, Anthony van"
,1610,,aft 1660,"Neeffs, Jacobus",,"Neeffs, Jacobus",2057,"Neeffs, Jacobus",,,,ULAN,Artist,,"Neeffs, Jacobus"
,1836,,1919,"Evershed, Arthur",,"Evershed, Arthur",2059,"Evershed, Arthur",,,,ULAN,Artist,,"Evershed, Arthur"
,1839,,1922,"George, Ernest",,"George, Ernest",2061,"George, Ernest",,,,ULAN,Artist,,"George, Ernest"
,1808-1897,,1808-1897,"Sartain, John",,"Sartain, John",2065,"Sartain, John",,,,ULAN,Artist,,"Sartain, John"
,1847,,1926,"Roussel, Théodore Casimir",,"Roussel, Théodore Casimir",2066,"Roussel, Théodore Casimir",,,,ULAN,Artist,,"Roussel, Théodore Casimir"
,1851,,1922,"Ward, Leslie Matthew (Spy)",,"Ward, Leslie Matthew (Spy)",2067,"Ward, Leslie Matthew (Spy)",,,,ULAN,Artist,,"Ward, Leslie Matthew (Spy)"
,1855,,1938,"Menpes, Mortimer L.",,"Menpes, Mortimer L.",2068,"Menpes, Mortimer L.",,,,ULAN,Artist,,"Menpes, Mortimer L."
,1607,,1677,"Hollar, Wenceslaus",,"Hollar, Wenceslaus",2069,"Hollar, Wenceslaus",,,,ULAN,Artist,,"Hollar, Wenceslaus"
,,,,"Flipart, Jean Jacques",,"Flipart, Jean Jacques",207,"Flipart, Jean Jacques",,,,ULAN,Artist,,"Flipart, Jean Jacques"
,1739,,1796,"Mansfeld, Johann Ernst",,"Mansfeld, Johann Ernst",2070,"Mansfeld, Johann Ernst",,,,ULAN,Artist,,"Mansfeld, Johann Ernst"
,1604,,1682,"Lorrain, Claude",Claude,Claude Lorrain,2075,Lorrain,,,,ULAN,Artist,,"Lorrain, Claude"
,1621,,1691,"Silvestre, Isräel, the younger",,"Silvestre, Isräel, the younger",2076,"Silvestre, Isräel, the younger",,,,ULAN,Artist,,"Silvestre, Isräel, the younger"
,1935,,,"Andre, Carl",Carl,Carl Andre,2077,Andre,,,,Ulan,Artist,500011651,"Andre, Carl"
,1913,,,"Lassaw, Ibram",,"Lassaw, Ibram",2078,"Lassaw, Ibram",,,,ULAN,Artist,,"Lassaw, Ibram"
,1937,,,"Mangold, Robert Peter",,"Mangold, Robert Peter",2079,"Mangold, Robert Peter",,,,ULAN,Artist,,"Mangold, Robert Peter"
,1829,,1883,"Bellows, Albert Fitch",,"Bellows, Albert Fitch",208,"Bellows, Albert Fitch",,,,ULAN,Artist,,"Bellows, Albert Fitch"
,1919,,,"Sugai, Kumi",,"Sugai, Kumi",2080,"Sugai, Kumi",,,,ULAN,Artist,,"Sugai, Kumi"
,1715,,1790,"Cochin, Charles-Nicolas II",,"Cochin, Charles-Nicolas II",2082,"Cochin, Charles-Nicolas II",,,,ULAN,Artist,,"Cochin, Charles-Nicolas II"
,1748,,1819,"Berthault, Pierre Gabriel",,"Berthault, Pierre Gabriel",2085,"Berthault, Pierre Gabriel",,,,ULAN,Artist,,"Berthault, Pierre Gabriel"
,1849,,1911,"Toussaint, Henri",,"Toussaint, Henri",2089,"Toussaint, Henri",,,,ULAN,Artist,,"Toussaint, Henri"
,1846,,1897,"Courtry, Charles-Jean-Louis",,"Courtry, Charles-Jean-Louis",2090,"Courtry, Charles-Jean-Louis",,,,ULAN,Artist,,"Courtry, Charles-Jean-Louis"
,1804,,1843,"Flandrin, René-Auguste",,"Flandrin, René-Auguste",2094,"Flandrin, René-Auguste",,,,ULAN,Artist,,"Flandrin, René-Auguste"
,,,,"Flameng, Léopold",,"Flameng, Léopold",2095,"Flameng, Léopold",,,,ULAN,Artist,,"Flameng, Léopold"
,,,,"Dunoyer de Segonzac, André",,"Dunoyer de Segonzac, André",2097,"Dunoyer de Segonzac, André",,,,ULAN,Artist,,"Dunoyer de Segonzac, André"
,,,,"Hedouin, Edmond",,"Hedouin, Edmond",2098,"Hedouin, Edmond",,,,ULAN,Artist,,"Hedouin, Edmond"
,1945,,,"Butler, James D.",,"Butler, James D.",210,"Butler, James D.",,,,ULAN,Artist,,"Butler, James D."
,,,,"Géricault, Théodore",,"Géricault, Théodore",2100,"Géricault, Théodore",,,,ULAN,Artist,,"Géricault, Théodore"
,,,,Louis-Pierre-Alphonse Bichebois,Louis-Pierre-Alphonse,Louis-Pierre-Alphonse Bichebois,2102,Bichebois,,French,,Curatorial--not verified,Artist,,
,,,,Otto,,Otto,2103,Otto,,,,ULAN,Artist,,Otto
,,,,"Potrelle, Jean Louis",,"Potrelle, Jean Louis",2104,"Potrelle, Jean Louis",,,,ULAN,Artist,,"Potrelle, Jean Louis"
,1854,,1923,"Halm, Peter von",,"Halm, Peter von",2105,"Halm, Peter von",,,,ULAN,Artist,,"Halm, Peter von"
,1515,,1586,"Cranach, Lucas, the younger",,"Cranach, Lucas, the younger",2106,"Cranach, Lucas, the younger",,,,ULAN,Artist,,"Cranach, Lucas, the younger"
,ca 1480,,1542,"Beck, Leonhard",,"Beck, Leonhard",2107,"Beck, Leonhard",,,,ULAN,Artist,,"Beck, Leonhard"
,1514,,1562,"Solis, Virgil",,"Solis, Virgil",2108,"Solis, Virgil",,,,ULAN,Artist,,"Solis, Virgil"
,"March 23, 1609",,"May 5, 1664","Castiglione, Giovanni Benedetto",,"Castiglione, Giovanni Benedetto",2110,"Castiglione, Giovanni Benedetto",,,,ULAN,Artist,,"Castiglione, Giovanni Benedetto"
,1627,,1702,"Schuppen, Pierre Louis van",,"Schuppen, Pierre Louis van",2111,"Schuppen, Pierre Louis van",,,,ULAN,Artist,,"Schuppen, Pierre Louis van"
,ca 1530,,1585,"Scultori, Adamo",,"Scultori, Adamo",2112,"Scultori, Adamo",,,,ULAN,Artist,,"Scultori, Adamo"
,1654,,1714,"Passeri, Giuseppe",,"Passeri, Giuseppe",2113,"Passeri, Giuseppe",,,,ULAN,Artist,,"Passeri, Giuseppe"
,1781,,1835,"Pinelli, Bartolomeo",,"Pinelli, Bartolomeo",2114,"Pinelli, Bartolomeo",,,,ULAN,Artist,,"Pinelli, Bartolomeo"
,,,,"Parboni, Pietro",,"Parboni, Pietro",2116,"Parboni, Pietro",,,,ULAN,Artist,,"Parboni, Pietro"
,,,,"Ruga, Pietro",,"Ruga, Pietro",2117,"Ruga, Pietro",,,,ULAN,Artist,,"Ruga, Pietro"
,,,,"Plimmer, John",,"Plimmer, John",2118,"Plimmer, John",,,,ULAN,Artist,,"Plimmer, John"
,1616-1691,,1616-1691,"Faithorne, William, the elder",,"Faithorne, William, the elder",2120,"Faithorne, William, the elder",,,,ULAN,Artist,,"Faithorne, William, the elder"
,,,,"June, John",,"June, John",2122,"June, John",,,,ULAN,Artist,,"June, John"
,1747-1812,,1747-1812,"Jukes, Francis",,"Jukes, Francis",2123,"Jukes, Francis",,,,ULAN,Artist,,"Jukes, Francis"
,1800,,1890,"Lami, Eugène Louis",,"Lami, Eugène Louis",2124,"Lami, Eugène Louis",,,,ULAN,Artist,,"Lami, Eugène Louis"
,,,,"Baily, James",,"Baily, James",2125,"Baily, James",,,,ULAN,Artist,,"Baily, James"
,,,,"Rosenberg, C.",,"Rosenberg, C.",2127,"Rosenberg, C.",,,,ULAN,Artist,,"Rosenberg, C."
,,,,"Dubourg, Matthew",,"Dubourg, Matthew",2128,"Dubourg, Matthew",,,,ULAN,Artist,,"Dubourg, Matthew"
,,,,"Stockdale, Frederick Wilton Litchfield",,"Stockdale, Frederick Wilton Litchfield",2129,"Stockdale, Frederick Wilton Litchfield",,,,ULAN,Artist,,"Stockdale, Frederick Wilton Litchfield"
,1829,,1875,"Easton, Joseph",,"Easton, Joseph",213,"Easton, Joseph",,,,ULAN,Artist,,"Easton, Joseph"
,1789-1865,,1789-1865,"Gendall, John",,"Gendall, John",2130,"Gendall, John",,,,ULAN,Artist,,"Gendall, John"
,,,,"Shepherd, George",,"Shepherd, George",2131,"Shepherd, George",,,,ULAN,Artist,,"Shepherd, George"
,1752-1835,,1752-1835,"Nash, John",,"Nash, John",2132,"Nash, John",,,,ULAN,Artist,,"Nash, John"
,1819-1852,,1819-1852,"Hawkins, George",,"Hawkins, George",2133,"Hawkins, George",,,,ULAN,Artist,,"Hawkins, George"
,1800,,1873,"Shaw, Henry",,"Shaw, Henry",2134,"Shaw, Henry",,,,ULAN,Artist,,"Shaw, Henry"
,,,,"Turnbull, William",,"Turnbull, William",214,"Turnbull, William",,,,ULAN,Artist,,"Turnbull, William"
,20th century,,,Bill Quolskuyva,Bill,Bill Quolskuyva,2146,Quolskuyva,,,,Registration-Verified,Artist,,
,,,,Sophie New Holy,Sophie,Sophie New Holy,2147,New Holy,,,,Registration-Verified,Artist,,
,1798,,1860,"Coignet, Jules (Louis Philippe)",,"Coignet, Jules (Louis Philippe)",215,"Coignet, Jules (Louis Philippe)",,,,ULAN,Artist,,"Coignet, Jules (Louis Philippe)"
,1822-aft 1875,,1822-aft 1875,"Prignot, Alexandre Eugène",,"Prignot, Alexandre Eugène",2160,"Prignot, Alexandre Eugène",,,,ULAN,Artist,,"Prignot, Alexandre Eugène"
,1783-1869,,1783-1869,"Smith, George",,"Smith, George",2168,"Smith, George",,,,ULAN,Artist,,"Smith, George"
,1890,,1976,Mainbocher,,Mainbocher,2170,Mainbocher,,,,Registration-Verified,Artist,,
,,,,"Magee, John L.",,"Magee, John L.",2173,"Magee, John L.",,,,ULAN,Artist,,"Magee, John L."
,1824-1895,,1824-1895,"Ives, James Merritt",,"Ives, James Merritt",2175,"Ives, James Merritt",,,,ULAN,Artist,,"Ives, James Merritt"
,1810,,1870,"Bufford, John Henry",,"Bufford, John Henry",2176,"Bufford, John Henry",,,,ULAN,Artist,,"Bufford, John Henry"
,1808-1884,,1808-1884,"Hall, Henry Bryan I",,"Hall, Henry Bryan I",2177,"Hall, Henry Bryan I",,,,ULAN,Artist,,"Hall, Henry Bryan I"
,1840-1902,,1840-1902,"Nast, Thomas",,"Nast, Thomas",2178,"Nast, Thomas",,,,ULAN,Artist,,"Nast, Thomas"
,1843-1924,,1843-1924,"Sartain, William",,"Sartain, William",2179,"Sartain, William",,,,ULAN,Artist,,"Sartain, William"
,1839-1895,,1839-1895,"Forbes, Edwin",,"Forbes, Edwin",2180,"Forbes, Edwin",,,,ULAN,Artist,,"Forbes, Edwin"
,1933-,,1933-,"Birmelin, August Robert",,"Birmelin, August Robert",2181,"Birmelin, August Robert",,,,ULAN,Artist,,"Birmelin, August Robert"
,1921-,,1921-,"Colescott, Warrington W.",,"Colescott, Warrington W.",2184,"Colescott, Warrington W.",,,,ULAN,Artist,,"Colescott, Warrington W."
,1940-,,1940-,"Eagerton, Robert Pierce",,"Eagerton, Robert Pierce",2185,"Eagerton, Robert Pierce",,,,ULAN,Artist,,"Eagerton, Robert Pierce"
,1859-1950,,1859-1950,"Edwards, George Wharton",,"Edwards, George Wharton",2187,"Edwards, George Wharton",,,,ULAN,Artist,,"Edwards, George Wharton"
,1897-1998,,1897-1998,"Geerlings, Gerald Kenneth",,"Geerlings, Gerald Kenneth",2188,"Geerlings, Gerald Kenneth",,,,ULAN,Artist,,"Geerlings, Gerald Kenneth"
,1816,,1872,"Hoppin, Thomas Frederick",,"Hoppin, Thomas Frederick",2189,"Hoppin, Thomas Frederick",,,,ULAN,Artist,,"Hoppin, Thomas Frederick"
,1930,,,Marisol,,Marisol,2195,Marisol,,,,Ulan,Artist,500027334,Marisol
,1924-,,1924-,"McGee, Winston Eugene",,"McGee, Winston Eugene",2196,"McGee, Winston Eugene",,,,ULAN,Artist,,"McGee, Winston Eugene"
,1857-1926,,1857-1926,"Rhead, Louis John",,"Rhead, Louis John",2198,"Rhead, Louis John",,,,ULAN,Artist,,"Rhead, Louis John"
,,,,"Smith, Sidney Lawton",,"Smith, Sidney Lawton",2199,"Smith, Sidney Lawton",,,,ULAN,Artist,,"Smith, Sidney Lawton"
,,,,"Kleinhammes, Has Jürgen",,"Kleinhammes, Has Jürgen",220,"Kleinhammes, Has Jürgen",,,,ULAN,Artist,,"Kleinhammes, Has Jürgen"
,1799,,1883,"Calvert, Edward",,"Calvert, Edward",2206,"Calvert, Edward",,,,ULAN,Artist,,"Calvert, Edward"
,1684-1755,,1684-1755,"Larmessin, Nicolas, IV",,"Larmessin, Nicolas, IV",2207,"Larmessin, Nicolas, IV",,,,ULAN,Artist,,"Larmessin, Nicolas, IV"
,,,,"Gouy, de",,"Gouy, de",2209,"Gouy, de",,,,ULAN,Artist,,"Gouy, de"
,1873-,,1873-,"Waltz, Johann Jakob (""Hansi"")",,"Waltz, Johann Jakob (""Hansi"")",2210,"Waltz, Johann Jakob (""Hansi"")",,,,ULAN,Artist,,"Waltz, Johann Jakob (""Hansi"")"
,1867,,1915,John Englehart,John,John Englehart,2212,Englehart,,Austrian,,Registration-Verified,Artist,,
,1819,,1903,"Cogswell, William F.",,"Cogswell, William F.",2213,"Cogswell, William F.",,,,ULAN,Artist,,"Cogswell, William F."
,,,,"Smith, Hezekiah Wright",,"Smith, Hezekiah Wright",2214,"Smith, Hezekiah Wright",,,,ULAN,Artist,,"Smith, Hezekiah Wright"
,1819-1861,,1819-1861,"Cross, John",,"Cross, John",2215,"Cross, John",,,,ULAN,Artist,,"Cross, John"
,unknown,,unknown,Oshamuko of Osi,,Oshamuko of Osi,2216,Oshamuko of Osi,,,,Curatorial--not verified,Artist,,
,1930-,,1930-,"Milton, Peter Winslow",,"Milton, Peter Winslow",2218,"Milton, Peter Winslow",,,,ULAN,Artist,,"Milton, Peter Winslow"
,1941-,,1941-,"Moore, John J.",,"Moore, John J.",2219,"Moore, John J.",,,,ULAN,Artist,,"Moore, John J."
,1904,,1989,"Dalí, Salvador",,"Dalí, Salvador",222,"Dalí, Salvador",,,,ULAN,Artist,,"Dalí, Salvador"
,1932-,,1932-,"Kitaj, Ronald B.",,"Kitaj, Ronald B.",2222,"Kitaj, Ronald B.",,,,ULAN,Artist,,"Kitaj, Ronald B."
,1955-,,1955-,"Patkin, Izhar",,"Patkin, Izhar",2223,"Patkin, Izhar",,,,ULAN,Artist,,"Patkin, Izhar"
,1929-,,1929-,"Tchakalian, Sam",,"Tchakalian, Sam",2225,"Tchakalian, Sam",,,,ULAN,Artist,,"Tchakalian, Sam"
,1927-,,1927-,"Trova, Ernest Tino",,"Trova, Ernest Tino",2226,"Trova, Ernest Tino",,,,ULAN,Artist,,"Trova, Ernest Tino"
,1916,,1979,"Florsheim, Richard Aberle",,"Florsheim, Richard Aberle",2228,"Florsheim, Richard Aberle",,,,ULAN,Artist,,"Florsheim, Richard Aberle"
,1929-1999,,1929-1999,"Krushenick, Nicholas",,"Krushenick, Nicholas",2229,"Krushenick, Nicholas",,,,ULAN,Artist,,"Krushenick, Nicholas"
,,,,Spanish,,Spanish,223,Spanish,,,,Art and Architecture Thesaurus,Artist,,
,1927-,,1927-,"Martin, Fred Thomas",,"Martin, Fred Thomas",2230,"Martin, Fred Thomas",,,,ULAN,Artist,,"Martin, Fred Thomas"
,1887-1979,,1887-1979,"Dasburg, Andrew Michael",,"Dasburg, Andrew Michael",2231,"Dasburg, Andrew Michael",,,,ULAN,Artist,,"Dasburg, Andrew Michael"
,1930,,2007,"De Forest, Roy Dean",,"De Forest, Roy Dean",2232,"De Forest, Roy Dean",,,,ULAN,Artist,,"De Forest, Roy Dean"
,1928-,,1928-,"Goings, Ralph Ladell",,"Goings, Ralph Ladell",2233,"Goings, Ralph Ladell",,,,ULAN,Artist,,"Goings, Ralph Ladell"
,1933-,,1933-,"Gorman, Rudolf Carl",,"Gorman, Rudolf Carl",2234,"Gorman, Rudolf Carl",,,,ULAN,Artist,,"Gorman, Rudolf Carl"
,1911-,,1911-,"Barnet, Will",,"Barnet, Will",2235,"Barnet, Will",,,,ULAN,Artist,,"Barnet, Will"
,1935-,,1935-,"Besser, Arne Charles",,"Besser, Arne Charles",2236,"Besser, Arne Charles",,,,ULAN,Artist,,"Besser, Arne Charles"
,1951-,,1951-,"Wygonik, Melanie",,"Wygonik, Melanie",2238,"Wygonik, Melanie",,,,ULAN,Artist,,"Wygonik, Melanie"
,1931,,2004,"Wesselmann, Tom",,"Wesselmann, Tom",2239,"Wesselmann, Tom",,,,ULAN,Artist,,"Wesselmann, Tom"
,1929-,,1929-,"Welliver, Neil",,"Welliver, Neil",2240,"Welliver, Neil",,,,ULAN,Artist,,"Welliver, Neil"
,1922-1990,,1922-1990,"Parker, Raymond",,"Parker, Raymond",2242,"Parker, Raymond",,,,ULAN,Artist,,"Parker, Raymond"
,,,,"Zvonar, Lynn",,"Zvonar, Lynn",2243,"Zvonar, Lynn",,,,ULAN,Artist,,"Zvonar, Lynn"
,1941-,,1941-,"Szep, Paul Michael",,"Szep, Paul Michael",2244,"Szep, Paul Michael",,,,ULAN,Artist,,"Szep, Paul Michael"
,1866-1925,,1866-1925,"Penfield, Edward",,"Penfield, Edward",2246,"Penfield, Edward",,,,ULAN,Artist,,"Penfield, Edward"
,1873-,,1873-,"Hazenplug, Frank",,"Hazenplug, Frank",2247,"Hazenplug, Frank",,,,ULAN,Artist,,"Hazenplug, Frank"
,1869-1938,,1869-1938,"Kendall, William Sergeant",,"Kendall, William Sergeant",2248,"Kendall, William Sergeant",,,,ULAN,Artist,,"Kendall, William Sergeant"
,1869-1940,,1869-1940,"Peixotto, Ernest Clifford",,"Peixotto, Ernest Clifford",2249,"Peixotto, Ernest Clifford",,,,ULAN,Artist,,"Peixotto, Ernest Clifford"
,1706-1774,,1706-1774,"Ravenet, Simon François",,"Ravenet, Simon François",2251,"Ravenet, Simon François",,,,ULAN,Artist,,"Ravenet, Simon François"
,1696,,1762,"Baron, Bernard",,"Baron, Bernard",2252,"Baron, Bernard",,,,ULAN,Artist,,"Baron, Bernard"
,1705-1771,,1705-1771,"Sullivan, Luke",,"Sullivan, Luke",2253,"Sullivan, Luke",,,,ULAN,Artist,,"Sullivan, Luke"
,1717-1810,,1717-1810,"Grignion the elder, Charles",,"Grignion the elder, Charles",2254,"Grignion the elder, Charles",,,,ULAN,Artist,,"Grignion the elder, Charles"
,1869,,1960,"Brasher, Rex",,"Brasher, Rex",2257,"Brasher, Rex",,,,ULAN,Artist,,"Brasher, Rex"
,1897,,1983,"Albright, Ivan Le Lorraine",,"Albright, Ivan Le Lorraine",2258,"Albright, Ivan Le Lorraine",,,,ULAN,Artist,,"Albright, Ivan Le Lorraine"
,1933-,,1933-,"Gorman, Rudolph Carl",,"Gorman, Rudolph Carl",2259,"Gorman, Rudolph Carl",,,,ULAN,Artist,,"Gorman, Rudolph Carl"
,,,,"Gill, André",,"Gill, André",226,"Gill, André",,,,ULAN,Artist,,"Gill, André"
,1858-1936,,1858-1936,"Marr, Carl",,"Marr, Carl",2265,"Marr, Carl",,,,ULAN,Artist,,"Marr, Carl"
,1867-1917,,1867-1917,"Schaettle, Louis",,"Schaettle, Louis",2266,"Schaettle, Louis",,,,ULAN,Artist,,"Schaettle, Louis"
,1927,,,"Dorazio, Piero",,"Dorazio, Piero",227,"Dorazio, Piero",,,,ULAN,Artist,,"Dorazio, Piero"
